195153448,1,1
195153448,2,0
195153448,3,1
195153448,4,1
195153448,5,0
2005018,1,1
2005018,2,1
2005018,3,0
2005018,4,0
2005018,5,1
60973129,1,0
60973129,2,1
60973129,3,0
60973129,4,1
60973129,5,1
374157065,1,1
374157065,2,1
374157065,3,1
374157065,4,1
374157065,5,1
393045218,1,0
393045218,2,1
393045218,3,1
393045218,4,0
393045218,5,1
399135782,1,1
399135782,2,1
399135782,3,1
399135782,4,1
399135782,5,1
425176428,1,0
425176428,2,1
425176428,3,0
425176428,4,1
425176428,5,1
671870432,1,1
671870432,2,1
671870432,3,0
671870432,4,0
671870432,5,1
679425608,1,1
679425608,2,1
679425608,3,1
679425608,4,0
679425608,5,1
074322678X,1,1
074322678X,2,0
074322678X,3,1
074322678X,4,1
074322678X,5,0
771074670,1,0
771074670,2,0
771074670,3,0
771074670,4,1
771074670,5,1
080652121X,1,1
080652121X,2,1
080652121X,3,0
080652121X,4,1
080652121X,5,1
887841740,1,1
887841740,2,0
887841740,3,1
887841740,4,0
887841740,5,0
1552041778,1,1
1552041778,2,1
1552041778,3,0
1552041778,4,0
1552041778,5,1
1558746218,1,0
1558746218,2,0
1558746218,3,0
1558746218,4,0
1558746218,5,1
1567407781,1,1
1567407781,2,0
1567407781,3,0
1567407781,4,1
1567407781,5,1
1575663937,1,1
1575663937,2,0
1575663937,3,1
1575663937,4,1
1575663937,5,1
1881320189,1,0
1881320189,2,1
1881320189,3,0
1881320189,4,1
1881320189,5,1
440234743,1,1
440234743,2,1
440234743,3,1
440234743,4,1
440234743,5,1
452264464,1,1
452264464,2,0
452264464,3,1
452264464,4,1
452264464,5,1
609804618,1,0
609804618,2,0
609804618,3,1
609804618,4,1
609804618,5,0
1841721522,1,0
1841721522,2,1
1841721522,3,1
1841721522,4,0
1841721522,5,1
1879384493,1,1
1879384493,2,1
1879384493,3,1
1879384493,4,1
1879384493,5,0
61076031,1,1
61076031,2,1
61076031,3,0
61076031,4,1
61076031,5,1
439095026,1,1
439095026,2,0
439095026,3,0
439095026,4,1
439095026,5,0
689821166,1,0
689821166,2,1
689821166,3,0
689821166,4,1
689821166,5,1
971880107,1,1
971880107,2,1
971880107,3,1
971880107,4,0
971880107,5,1
345402871,1,0
345402871,2,1
345402871,3,1
345402871,4,1
345402871,5,1
345417623,1,1
345417623,2,1
345417623,3,1
345417623,4,0
345417623,5,1
684823802,1,0
684823802,2,1
684823802,3,0
684823802,4,1
684823802,5,0
375759778,1,1
375759778,2,0
375759778,3,1
375759778,4,1
375759778,5,1
425163091,1,1
425163091,2,1
425163091,3,1
425163091,4,1
425163091,5,1
3404921038,1,1
3404921038,2,1
3404921038,3,1
3404921038,4,1
3404921038,5,0
3442353866,1,1
3442353866,2,1
3442353866,3,1
3442353866,4,1
3442353866,5,1
3442410665,1,1
3442410665,2,1
3442410665,3,1
3442410665,4,1
3442410665,5,1
3442446937,1,0
3442446937,2,0
3442446937,3,0
3442446937,4,1
3442446937,5,0
375406328,1,0
375406328,2,1
375406328,3,1
375406328,4,1
375406328,5,1
446310786,1,1
446310786,2,0
446310786,3,0
446310786,4,1
446310786,5,1
449005615,1,1
449005615,2,0
449005615,3,1
449005615,4,1
449005615,5,0
60168013,1,2
60168013,2,0
60168013,3,1
60168013,4,0
60168013,5,1
038078243X,1,1
038078243X,2,1
038078243X,3,1
038078243X,4,1
038078243X,5,1
055321215X,1,1
055321215X,2,1
055321215X,3,1
055321215X,4,0
055321215X,5,1
067176537X,1,0
067176537X,2,1
067176537X,3,1
067176537X,4,1
067176537X,5,1
61099686,1,0
61099686,2,0
61099686,3,1
61099686,4,1
61099686,5,1
553582909,1,1
553582909,2,1
553582909,3,0
553582909,4,0
553582909,5,0
671888587,1,1
671888587,2,0
671888587,3,1
671888587,4,1
671888587,5,1
553582747,1,1
553582747,2,1
553582747,3,0
553582747,4,1
553582747,5,0
425182908,1,0
425182908,2,0
425182908,3,1
425182908,4,1
425182908,5,0
042518630X,1,1
042518630X,2,1
042518630X,3,1
042518630X,4,1
042518630X,5,0
440223571,1,1
440223571,2,1
440223571,3,1
440223571,4,1
440223571,5,1
812523873,1,1
812523873,2,1
812523873,3,1
812523873,4,0
812523873,5,1
842342702,1,0
842342702,2,1
842342702,3,1
842342702,4,0
842342702,5,1
440225701,1,0
440225701,2,1
440225701,3,1
440225701,4,1
440225701,5,1
60914068,1,0
60914068,2,1
60914068,3,1
60914068,4,1
60914068,5,1
156047624,1,1
156047624,2,1
156047624,3,1
156047624,4,1
156047624,5,1
245542957,1,1
245542957,2,1
245542957,3,1
245542957,4,0
245542957,5,1
380715899,1,1
380715899,2,1
380715899,3,1
380715899,4,1
380715899,5,0
553280333,1,1
553280333,2,1
553280333,3,1
553280333,4,1
553280333,5,0
961769947,1,1
961769947,2,0
961769947,3,1
961769947,4,1
961769947,5,1
964778319,1,1
964778319,2,0
964778319,3,1
964778319,4,1
964778319,5,1
671623249,1,1
671623249,2,1
671623249,3,1
671623249,4,1
671623249,5,1
679810307,1,1
679810307,2,0
679810307,3,1
679810307,4,1
679810307,5,0
679865691,1,1
679865691,2,1
679865691,3,1
679865691,4,1
679865691,5,1
2070423204,1,1
2070423204,2,1
2070423204,3,1
2070423204,4,1
2070423204,5,0
345260317,1,0
345260317,2,1
345260317,3,1
345260317,4,1
345260317,5,1
394743741,1,1
394743741,2,1
394743741,3,1
394743741,4,1
394743741,5,0
042511774X,1,0
042511774X,2,1
042511774X,3,0
042511774X,4,0
042511774X,5,0
804106304,1,1
804106304,2,1
804106304,3,1
804106304,4,1
804106304,5,1
1853262404,1,1
1853262404,2,1
1853262404,3,1
1853262404,4,1
1853262404,5,1
312970242,1,1
312970242,2,1
312970242,3,1
312970242,4,1
312970242,5,0
1853260053,1,1
1853260053,2,1
1853260053,3,0
1853260053,4,1
1853260053,5,1
1414035004,1,1
1414035004,2,0
1414035004,3,1
1414035004,4,1
1414035004,5,1
60938412,1,1
60938412,2,1
60938412,3,1
60938412,4,1
60938412,5,1
140067477,1,1
140067477,2,1
140067477,3,0
140067477,4,0
140067477,5,1
345465083,1,0
345465083,2,1
345465083,3,1
345465083,4,1
345465083,5,0
451625889,1,1
451625889,2,1
451625889,3,1
451625889,4,0
451625889,5,1
1558531025,1,1
1558531025,2,0
1558531025,3,0
1558531025,4,1
1558531025,5,1
441783589,1,1
441783589,2,1
441783589,3,1
441783589,4,1
441783589,5,0
394895894,1,1
394895894,2,1
394895894,3,1
394895894,4,1
394895894,5,1
1569871213,1,0
1569871213,2,0
1569871213,3,0
1569871213,4,1
1569871213,5,1
375410538,1,0
375410538,2,0
375410538,3,1
375410538,4,1
375410538,5,1
966986105,1,0
966986105,2,1
966986105,3,1
966986105,4,1
966986105,5,1
087113375X,1,1
087113375X,2,0
087113375X,3,1
087113375X,4,1
087113375X,5,1
340767936,1,0
340767936,2,1
340767936,3,1
340767936,4,1
340767936,5,1
743403843,1,0
743403843,2,1
743403843,3,0
743403843,4,1
743403843,5,1
60930365,1,1
60930365,2,1
60930365,3,1
60930365,4,1
60930365,5,0
60177586,1,1
60177586,2,1
60177586,3,1
60177586,4,2
60177586,5,0
71416331,1,1
71416331,2,0
71416331,3,1
71416331,4,0
71416331,5,1
375509038,1,1
375509038,2,1
375509038,3,0
375509038,4,1
375509038,5,0
553062042,1,1
553062042,2,0
553062042,3,0
553062042,4,1
553062042,5,0
316769487,1,1
316769487,2,1
316769487,3,1
316769487,4,1
316769487,5,0
679429220,1,1
679429220,2,0
679429220,3,1
679429220,4,1
679429220,5,1
671867156,1,0
671867156,2,1
671867156,3,1
671867156,4,1
671867156,5,1
312252617,1,1
312252617,2,0
312252617,3,1
312252617,4,1
312252617,5,1
312261594,1,1
312261594,2,1
312261594,3,1
312261594,4,1
312261594,5,0
316748641,1,1
316748641,2,1
316748641,3,1
316748641,4,1
316748641,5,1
316973742,1,1
316973742,2,1
316973742,3,0
316973742,4,1
316973742,5,1
385235941,1,0
385235941,2,1
385235941,3,1
385235941,4,1
385235941,5,1
446677450,1,1
446677450,2,1
446677450,3,1
446677450,4,1
446677450,5,1
451166892,1,0
451166892,2,0
451166892,3,1
451166892,4,1
451166892,5,1
553347594,1,1
553347594,2,1
553347594,3,1
553347594,4,1
553347594,5,1
671621009,1,1
671621009,2,0
671621009,3,1
671621009,4,0
671621009,5,1
067976397X,1,0
067976397X,2,1
067976397X,3,1
067976397X,4,1
067976397X,5,0
684822733,1,1
684822733,2,0
684822733,3,1
684822733,4,1
684822733,5,1
786868716,1,1
786868716,2,1
786868716,3,1
786868716,4,1
786868716,5,1
671864769,1,0
671864769,2,1
671864769,3,1
671864769,4,1
671864769,5,0
671521519,1,0
671521519,2,1
671521519,3,1
671521519,4,1
671521519,5,0
440222303,1,1
440222303,2,1
440222303,3,1
440222303,4,1
440222303,5,0
312953453,1,1
312953453,2,1
312953453,3,1
312953453,4,1
312953453,5,1
446608653,1,1
446608653,2,1
446608653,3,1
446608653,4,1
446608653,5,1
446612545,1,1
446612545,2,1
446612545,3,1
446612545,4,1
446612545,5,1
446612618,1,0
446612618,2,1
446612618,3,1
446612618,4,1
446612618,5,1
451208080,1,1
451208080,2,0
451208080,3,1
451208080,4,1
451208080,5,2
553584383,1,1
553584383,2,1
553584383,3,1
553584383,4,1
553584383,5,1
671027360,1,0
671027360,2,1
671027360,3,1
671027360,4,1
671027360,5,1
812575954,1,1
812575954,2,1
812575954,3,0
812575954,4,1
812575954,5,0
316735736,1,0
316735736,2,1
316735736,3,1
316735736,4,0
316735736,5,0
743439740,1,1
743439740,2,1
743439740,3,1
743439740,4,1
743439740,5,0
345372700,1,1
345372700,2,1
345372700,3,1
345372700,4,1
345372700,5,1
380619458,1,1
380619458,2,1
380619458,3,1
380619458,4,1
380619458,5,0
446325805,1,1
446325805,2,0
446325805,3,1
446325805,4,0
446325805,5,1
451406923,1,1
451406923,2,1
451406923,3,0
451406923,4,1
451406923,5,1
671042858,1,1
671042858,2,1
671042858,3,1
671042858,4,1
671042858,5,0
743249992,1,1
743249992,2,1
743249992,3,1
743249992,4,1
743249992,5,1
840734530,1,1
840734530,2,1
840734530,3,1
840734530,4,1
840734530,5,1
425184226,1,1
425184226,2,1
425184226,3,1
425184226,4,0
425184226,5,1
375500766,1,1
375500766,2,0
375500766,3,0
375500766,4,1
375500766,5,1
9724119378,1,0
9724119378,2,1
9724119378,3,1
9724119378,4,1
9724119378,5,1
451205197,1,0
451205197,2,1
451205197,3,0
451205197,4,1
451205197,5,1
60929790,1,1
60929790,2,1
60929790,3,1
60929790,4,0
60929790,5,1
60976845,1,1
60976845,2,0
60976845,3,1
60976845,4,1
60976845,5,0
61099325,1,1
61099325,2,0
61099325,3,1
61099325,4,1
61099325,5,1
671004573,1,2
671004573,2,0
671004573,3,1
671004573,4,1
671004573,5,1
446601640,1,0
446601640,2,0
446601640,3,1
446601640,4,0
446601640,5,1
330484516,1,1
330484516,2,1
330484516,3,0
330484516,4,0
330484516,5,0
038572179X,1,1
038572179X,2,1
038572179X,3,1
038572179X,4,0
038572179X,5,0
393020371,1,1
393020371,2,1
393020371,3,1
393020371,4,1
393020371,5,0
1900850303,1,1
1900850303,2,1
1900850303,3,0
1900850303,4,1
1900850303,5,1
1903019699,1,1
1903019699,2,0
1903019699,3,1
1903019699,4,1
1903019699,5,0
345425294,1,1
345425294,2,1
345425294,3,2
345425294,4,1
345425294,5,0
451410319,1,1
451410319,2,0
451410319,3,1
451410319,4,1
451410319,5,1
553583468,1,1
553583468,2,1
553583468,3,0
553583468,4,1
553583468,5,1
380778556,1,0
380778556,2,1
380778556,3,1
380778556,4,1
380778556,5,1
451525221,1,1
451525221,2,0
451525221,3,0
451525221,4,1
451525221,5,0
2740230,1,1
2740230,2,1
2740230,3,0
2740230,4,1
2740230,5,0
385336772,1,0
385336772,2,1
385336772,3,1
385336772,4,0
385336772,5,0
440949424,1,1
440949424,2,1
440949424,3,1
440949424,4,1
440949424,5,1
505524996,1,0
505524996,2,1
505524996,3,0
505524996,4,1
505524996,5,0
140252800,1,1
140252800,2,1
140252800,3,2
140252800,4,1
140252800,5,1
451452755,1,1
451452755,2,1
451452755,3,0
451452755,4,1
451452755,5,1
812575482,1,1
812575482,2,1
812575482,3,1
812575482,4,1
812575482,5,1
044651747X,1,1
044651747X,2,1
044651747X,3,0
044651747X,4,1
044651747X,5,0
60801263,1,1
60801263,2,1
60801263,3,1
60801263,4,0
60801263,5,1
61030147,1,1
61030147,2,1
61030147,3,1
61030147,4,0
61030147,5,1
140250964,1,1
140250964,2,1
140250964,3,1
140250964,4,1
140250964,5,1
446527165,1,1
446527165,2,1
446527165,3,1
446527165,4,0
446527165,5,1
671461494,1,1
671461494,2,1
671461494,3,1
671461494,4,1
671461494,5,1
385337639,1,0
385337639,2,1
385337639,3,1
385337639,4,1
385337639,5,1
039575514X,1,1
039575514X,2,1
039575514X,3,1
039575514X,4,1
039575514X,5,1
451206673,1,1
451206673,2,0
451206673,3,1
451206673,4,1
451206673,5,1
330332775,1,0
330332775,2,1
330332775,3,1
330332775,4,1
330332775,5,1
486284735,1,1
486284735,2,1
486284735,3,0
486284735,4,1
486284735,5,1
671021745,1,1
671021745,2,0
671021745,3,0
671021745,4,1
671021745,5,0
671047612,1,1
671047612,2,1
671047612,3,0
671047612,4,1
671047612,5,1
671504282,1,1
671504282,2,1
671504282,3,0
671504282,4,1
671504282,5,1
399138684,1,1
399138684,2,1
399138684,3,0
399138684,4,1
399138684,5,1
785263292,1,0
785263292,2,0
785263292,3,1
785263292,4,1
785263292,5,1
830714014,1,1
830714014,2,1
830714014,3,1
830714014,4,1
830714014,5,1
345354931,1,1
345354931,2,1
345354931,3,1
345354931,4,0
345354931,5,1
553278223,1,0
553278223,2,0
553278223,3,1
553278223,4,1
553278223,5,1
3150000335,1,1
3150000335,2,1
3150000335,3,0
3150000335,4,0
3150000335,5,0
3257203659,1,0
3257203659,2,1
3257203659,3,1
3257203659,4,1
3257203659,5,1
3257207522,1,1
3257207522,2,1
3257207522,3,1
3257207522,4,0
3257207522,5,1
3257208626,1,0
3257208626,2,1
3257208626,3,1
3257208626,4,0
3257208626,5,0
3257208634,1,1
3257208634,2,1
3257208634,3,1
3257208634,4,1
3257208634,5,1
3257208669,1,1
3257208669,2,1
3257208669,3,1
3257208669,4,1
3257208669,5,1
3257210450,1,1
3257210450,2,0
3257210450,3,0
3257210450,4,1
3257210450,5,1
3257212054,1,1
3257212054,2,1
3257212054,3,1
3257212054,4,1
3257212054,5,0
3257212429,1,0
3257212429,2,1
3257212429,3,1
3257212429,4,1
3257212429,5,1
3257214154,1,1
3257214154,2,0
3257214154,3,1
3257214154,4,1
3257214154,5,0
3257216416,1,1
3257216416,2,1
3257216416,3,1
3257216416,4,0
3257216416,5,1
3257233051,1,0
3257233051,2,1
3257233051,3,0
3257233051,4,0
3257233051,5,1
342311360X,1,1
342311360X,2,1
342311360X,3,1
342311360X,4,1
342311360X,5,0
3423116714,1,1
3423116714,2,1
3423116714,3,0
3423116714,4,1
3423116714,5,0
3423241489,1,1
3423241489,2,1
3423241489,3,1
3423241489,4,0
3423241489,5,1
3426605686,1,1
3426605686,2,1
3426605686,3,1
3426605686,4,1
3426605686,5,0
